Stratum,Metabolite,Mean_0_1R,Mean_2R_plus,mean_diff,p_value,FDR,Analysis_Type,Test_Method,Median_0_1R,Median_2R_plus,median_diff,Median_No_2R,Median_Has_2R,n_no_2R,n_has_2R
Q3 (Med-Late),Tetrahydrocortisone..C18.,82478.33666666664,75506.63333333333,-6971.703333333309,0.7882604108302045,0.9196371459685719,Quartiles,ttest,NA,NA,NA,NA,NA,NA,NA
Q3 (Med-Late),Prednisone..C18.,68854.20666475318,46195.6666666667,-22658.539998086475,0.05847523027604573,0.3653242866681124,Quartiles,ttest,NA,NA,NA,NA,NA,NA,NA
Q3 (Med-Late),Cortisone.acetate..HILIC.,58386.123331595234,48472.03333333335,-9914.089998261887,0.38942347522475806,0.741748528442037,Quartiles,ttest,NA,NA,NA,NA,NA,NA,NA
Q3 (Med-Late),Dexamethasone.acetate.anhydrous..C18.,52562.37,51180.8,-1381.5699999999997,0.909093588990719,0.9790238650669282,Quartiles,ttest,NA,NA,NA,NA,NA,NA,NA
Q3 (Med-Late),Fludrocortisone.acetate..HILIC.,30078.25333377818,25565.933333333352,-4512.320000444826,0.1481871200994978,0.4149239362785938,Quartiles,ttest,NA,NA,NA,NA,NA,NA,NA
Q3 (Med-Late),Fludrocortisone..C18.,62207.35333333333,67304.03333333333,5096.679999999993,0.5298203774585979,0.741748528442037,Quartiles,ttest,NA,NA,NA,NA,NA,NA,NA
Q3 (Med-Late),Hydrocortisone.sodium.succinate..HILIC.,35723.30666666668,35886.20000000002,162.8933333333407,0.9900134326379546,0.9900134326379546,Quartiles,ttest,NA,NA,NA,NA,NA,NA,NA
Q3 (Med-Late),Mycophenolic.acid.O.acyl.glucuronide..C18.,1242879.4100000001,517741.434265953,-725137.9757340471,0.13498336995289772,0.4149239362785938,Quartiles,ttest,NA,NA,NA,NA,NA,NA,NA
Q3 (Med-Late),Mycophenolate..C18.,NA,NA,NA,0.21036833938457355,0.7362891878460074,Quartiles,wilcoxon_log2,20.143144176881457,19.200023087427756,-0.943121089453701,NA,NA,NA,NA
Q3 (Med-Late),Mycophenolate..HILIC.,NA,NA,NA,0.14098869569180897,0.7362891878460074,Quartiles,wilcoxon_log2,24.600081268336773,22.71306841020983,-1.887012858126944,NA,NA,NA,NA
Q3 (Med-Late),X11.Dehydrocorticosterone..HILIC.,NA,NA,NA,0.14108838311494126,0.7362891878460074,Quartiles,wilcoxon_log2,15.380472930653884,14.618832890898267,-0.7616400397556173,NA,NA,NA,NA
Q3 (Med-Late),Prednisone..HILIC.,NA,NA,NA,1,1,Quartiles,wilcoxon_log2,15.15304402123709,15.105360234290044,-0.04768378694704545,NA,NA,NA,NA
Q3 (Med-Late),Cortisone..HILIC.,NA,NA,NA,0.49055710339213615,0.9811142067842723,Quartiles,wilcoxon_log2,14.685451891031132,12.570496373794063,-2.1149555172370693,NA,NA,NA,NA
Q3 (Med-Late),Tetrahydrocorticosterone..C18.,NA,NA,NA,0.3815982404692082,0.8903958944281526,Quartiles,wilcoxon_log2,20.010806327084055,20.084719650166136,0.0739133230820812,NA,NA,NA,NA
Q3 (Med-Late),Tetrahydrocortisone..C18.,NA,NA,NA,0.6385640323933744,0.9933218281674714,Quartiles,wilcoxon_log2,15.641722546694119,15.95980051013948,0.31807796344536143,NA,NA,NA,NA
Q3 (Med-Late),Prednisone..C18.,NA,NA,NA,0.8755844129240697,1,Quartiles,wilcoxon_log2,15.500231403251785,15.542306452815096,0.04207504956331043,NA,NA,NA,NA
Q3 (Med-Late),Cortisone.acetate..HILIC.,NA,NA,NA,0.5714809384164222,0.9933218281674714,Quartiles,wilcoxon_log2,15.654079711117866,15.70008206166017,0.04600235054230417,NA,NA,NA,NA
Q3 (Med-Late),Dexamethasone.acetate.anhydrous..C18.,NA,NA,NA,0.8365102639296185,1,Quartiles,wilcoxon_log2,15.641826128978897,15.88572022584002,0.24389409686112273,NA,NA,NA,NA
Q3 (Med-Late),Fludrocortisone.acetate..HILIC.,NA,NA,NA,1,1,Quartiles,wilcoxon_log2,14.605429547376101,14.573860227243717,-0.03156932013238389,NA,NA,NA,NA
Q3 (Med-Late),Fludrocortisone..C18.,NA,NA,NA,0.3815982404692082,0.8903958944281526,Quartiles,wilcoxon_log2,15.765219481864188,15.908765561215183,0.14354607935099573,NA,NA,NA,NA
Q3 (Med-Late),Hydrocortisone.sodium.succinate..HILIC.,NA,NA,NA,0.9296187683284454,1,Quartiles,wilcoxon_log2,14.773916452423162,15.488050401046475,0.7141339486233136,NA,NA,NA,NA
Q3 (Med-Late),Mycophenolic.acid.O.acyl.glucuronide..C18.,NA,NA,NA,0.21036833938457355,0.7362891878460074,Quartiles,wilcoxon_log2,20.12871944693757,18.704357253290134,-1.4243621936474362,NA,NA,NA,NA
Q3 (Med-Late),Mycophenolate..C18.,NA,NA,NA,0.21036833938457355,0.7362891878460074,Quartiles,wilcoxon_nonlog2,1157977.0500000003,602258.3999999999,-555718.6500000004,NA,NA,NA,NA
Q3 (Med-Late),Mycophenolate..HILIC.,NA,NA,NA,0.14098869569180897,0.7362891878460074,Quartiles,wilcoxon_nonlog2,25525677.349999987,6875667.792516193,-18650009.557483792,NA,NA,NA,NA
Q3 (Med-Late),X11.Dehydrocorticosterone..HILIC.,NA,NA,NA,0.14108838311494126,0.7362891878460074,Quartiles,wilcoxon_nonlog2,42658.999999999985,25159.79999999997,-17499.200000000015,NA,NA,NA,NA
Q3 (Med-Late),Prednisone..HILIC.,NA,NA,NA,1,1,Quartiles,wilcoxon_nonlog2,36440.85000000002,35250.59999999994,-1190.25000000008,NA,NA,NA,NA
Q3 (Med-Late),Cortisone..HILIC.,NA,NA,NA,0.49055710339213615,0.9811142067842723,Quartiles,wilcoxon_nonlog2,26350.200000000004,6082.699999999995,-20267.500000000007,NA,NA,NA,NA
Q3 (Med-Late),Tetrahydrocorticosterone..C18.,NA,NA,NA,0.3815982404692082,0.8903958944281526,Quartiles,wilcoxon_nonlog2,1056534.5499999998,1111995.5999999987,55461.04999999888,NA,NA,NA,NA
Q3 (Med-Late),Tetrahydrocortisone..C18.,NA,NA,NA,0.6385640323933744,0.9933218281674714,Quartiles,wilcoxon_nonlog2,51309.7,63735.099999999926,12425.399999999929,NA,NA,NA,NA
Q3 (Med-Late),Prednisone..C18.,NA,NA,NA,0.8755844129240697,1,Quartiles,wilcoxon_nonlog2,46440.05,47720.00000000008,1279.9500000000771,NA,NA,NA,NA
Q3 (Med-Late),Cortisone.acetate..HILIC.,NA,NA,NA,0.5714809384164222,0.9933218281674714,Quartiles,wilcoxon_nonlog2,51565.249999999956,53234.8,1669.5500000000466,NA,NA,NA,NA
Q3 (Med-Late),Dexamethasone.acetate.anhydrous..C18.,NA,NA,NA,0.8365102639296185,1,Quartiles,wilcoxon_nonlog2,51160.100000000006,60545.000000000015,9384.900000000009,NA,NA,NA,NA
Q3 (Med-Late),Fludrocortisone.acetate..HILIC.,NA,NA,NA,1,1,Quartiles,wilcoxon_nonlog2,24929.399999999994,24387.600000000002,-541.799999999992,NA,NA,NA,NA
Q3 (Med-Late),Fludrocortisone..C18.,NA,NA,NA,0.3815982404692082,0.8903958944281526,Quartiles,wilcoxon_nonlog2,55693.500000000044,61519.89999999996,5826.399999999914,NA,NA,NA,NA
Q3 (Med-Late),Hydrocortisone.sodium.succinate..HILIC.,NA,NA,NA,0.9296187683284454,1,Quartiles,wilcoxon_nonlog2,28043.999999999985,45958.70000000003,17914.700000000048,NA,NA,NA,NA
Q3 (Med-Late),Mycophenolic.acid.O.acyl.glucuronide..C18.,NA,NA,NA,0.21036833938457355,0.7362891878460074,Quartiles,wilcoxon_nonlog2,1146755.600000001,427142.30000000005,-719613.300000001,NA,NA,NA,NA
Q4 (Latest),Mycophenolate..C18.,1172803.325,916339.7250000006,-256463.5999999994,0.15614772279591052,0.6574017292232583,Quartiles,ttest,NA,NA,NA,NA,NA,NA,NA
Q4 (Latest),Mycophenolate..HILIC.,35829325.64215454,21593266.371015295,-14236059.271139242,0.224183575160371,0.6574017292232583,Quartiles,ttest,NA,NA,NA,NA,NA,NA,NA
Q4 (Latest),X11.Dehydrocorticosterone..HILIC.,43587.30535714285,55909.21250000003,12321.907142857177,0.6341058310311558,0.9863868482706868,Quartiles,ttest,NA,NA,NA,NA,NA,NA,NA
Q4 (Latest),Prednisone..HILIC.,43448.16785714286,66069.09999999995,22620.93214285709,0.1636044725545316,0.6574017292232583,Quartiles,ttest,NA,NA,NA,NA,NA,NA,NA
Q4 (Latest),Cortisone..HILIC.,32954.582142857136,46199.25001265207,13244.667869794932,0.4919608399412433,0.9566065128840331,Quartiles,ttest,NA,NA,NA,NA,NA,NA,NA
Q4 (Latest),Tetrahydrocorticosterone..C18.,1115556.4998797367,1167222.3996611382,51665.8997814015,0.4086995980801267,0.9536323955202957,Quartiles,ttest,NA,NA,NA,NA,NA,NA,NA
Q4 (Latest),Tetrahydrocortisone..C18.,72576.72142854691,74536.37499999996,1959.6535714530473,0.912537454338771,0.9872505978563587,Quartiles,ttest,NA,NA,NA,NA,NA,NA,NA
Q4 (Latest),Prednisone..C18.,94418.89642173046,68686.63750000003,-25732.258921730434,0.5466322930765903,0.9566065128840331,Quartiles,ttest,NA,NA,NA,NA,NA,NA,NA
Q4 (Latest),Cortisone.acetate..HILIC.,49886.9392862508,49708.82499999998,-178.11428625082044,0.9774810538881069,0.9872505978563587,Quartiles,ttest,NA,NA,NA,NA,NA,NA,NA
Q4 (Latest),Dexamethasone.acetate.anhydrous..C18.,50648.84642817236,51268.475000062725,619.6285718903673,0.9872505978563587,0.9872505978563587,Quartiles,ttest,NA,NA,NA,NA,NA,NA,NA
Q4 (Latest),Fludrocortisone.acetate..HILIC.,25412.746428494836,14180.224999999995,-11232.521428494842,0.23478633186544942,0.6574017292232583,Quartiles,ttest,NA,NA,NA,NA,NA,NA,NA
Q4 (Latest),Fludrocortisone..C18.,57870.07857142857,59609.225,1739.146428571432,0.8916382651582935,0.9872505978563587,Quartiles,ttest,NA,NA,NA,NA,NA,NA,NA
Q4 (Latest),Hydrocortisone.sodium.succinate..HILIC.,35961.4,25524.35,-10437.050000000003,0.03168872120602626,0.4436420968843677,Quartiles,ttest,NA,NA,NA,NA,NA,NA,NA
Q4 (Latest),Mycophenolic.acid.O.acyl.glucuronide..C18.,1105970.9823100483,1089641.124432251,-16329.857877797214,0.8345456805501745,0.9872505978563587,Quartiles,ttest,NA,NA,NA,NA,NA,NA,NA
Q4 (Latest),Mycophenolate..C18.,NA,NA,NA,0.27858731924360397,0.657499073044123,Quartiles,wilcoxon_log2,20.03620880265696,19.684358141689323,-0.3518506609676386,NA,NA,NA,NA
Q4 (Latest),Mycophenolate..HILIC.,NA,NA,NA,0.5122531379804476,0.657499073044123,Quartiles,wilcoxon_log2,24.568539673743402,23.89741945156239,-0.6711202221810133,NA,NA,NA,NA
Q4 (Latest),X11.Dehydrocorticosterone..HILIC.,NA,NA,NA,0.45535779137535437,0.657499073044123,Quartiles,wilcoxon_log2,14.563847079831952,15.871560417103328,1.3077133372713767,NA,NA,NA,NA
Q4 (Latest),Prednisone..HILIC.,NA,NA,NA,0.07185761957730813,0.657499073044123,Quartiles,wilcoxon_log2,15.203320308019874,15.784451276923015,0.5811309689031408,NA,NA,NA,NA
Q4 (Latest),Cortisone..HILIC.,NA,NA,NA,0.49115684093437145,0.657499073044123,Quartiles,wilcoxon_log2,14.89261625122649,14.885427780757759,-0.0071884704687317225,NA,NA,NA,NA
Q4 (Latest),Tetrahydrocorticosterone..C18.,NA,NA,NA,0.5635706340378197,0.657499073044123,Quartiles,wilcoxon_log2,20.052898095741305,20.140913631839275,0.08801553609796997,NA,NA,NA,NA
Q4 (Latest),Tetrahydrocortisone..C18.,NA,NA,NA,0.4417126287043327,0.657499073044123,Quartiles,wilcoxon_log2,15.874607862968144,16.09888148962852,0.2242736266603771,NA,NA,NA,NA
Q4 (Latest),Prednisone..C18.,NA,NA,NA,0.5268631813125695,0.657499073044123,Quartiles,wilcoxon_log2,15.98707524611294,15.624331371427573,-0.36274387468536773,NA,NA,NA,NA
Q4 (Latest),Cortisone.acetate..HILIC.,NA,NA,NA,0.8047274749721912,0.8666295884315905,Quartiles,wilcoxon_log2,15.530113004769142,15.581087747038932,0.050974742269790596,NA,NA,NA,NA
Q4 (Latest),Dexamethasone.acetate.anhydrous..C18.,NA,NA,NA,0.5304243567080777,0.657499073044123,Quartiles,wilcoxon_log2,15.488323811139617,14.522709485691523,-0.9656143254480938,NA,NA,NA,NA
Q4 (Latest),Fludrocortisone.acetate..HILIC.,NA,NA,NA,0.20850945494994438,0.657499073044123,Quartiles,wilcoxon_log2,14.646666123917399,12.735594194039408,-1.9110719298779912,NA,NA,NA,NA
Q4 (Latest),Fludrocortisone..C18.,NA,NA,NA,0.978031145717464,0.978031145717464,Quartiles,wilcoxon_log2,15.740659172168208,15.623062933579723,-0.11759623858848478,NA,NA,NA,NA
Q4 (Latest),Hydrocortisone.sodium.succinate..HILIC.,NA,NA,NA,0.49115684093437145,0.657499073044123,Quartiles,wilcoxon_log2,14.798146253310016,14.595470279362075,-0.20267597394794024,NA,NA,NA,NA
Q4 (Latest),Mycophenolic.acid.O.acyl.glucuronide..C18.,NA,NA,NA,0.27858731924360397,0.657499073044123,Quartiles,wilcoxon_log2,20.17500393067306,20.053230752976674,-0.12177317769638663,NA,NA,NA,NA
Q4 (Latest),Mycophenolate..C18.,NA,NA,NA,0.27858731924360397,0.657499073044123,Quartiles,wilcoxon_nonlog2,1075416.5,842943.8500000009,-232472.6499999991,NA,NA,NA,NA
Q4 (Latest),Mycophenolate..HILIC.,NA,NA,NA,0.5122531379804476,0.657499073044123,Quartiles,wilcoxon_nonlog2,24896783.540163577,20423822.692030586,-4472960.84813299,NA,NA,NA,NA
Q4 (Latest),X11.Dehydrocorticosterone..HILIC.,NA,NA,NA,0.45535779137535437,0.657499073044123,Quartiles,wilcoxon_nonlog2,24860.75,62186.250000000044,37325.500000000044,NA,NA,NA,NA
Q4 (Latest),Prednisone..HILIC.,NA,NA,NA,0.07185761957730813,0.657499073044123,Quartiles,wilcoxon_nonlog2,37727.35000000002,56641.84999999993,18914.499999999913,NA,NA,NA,NA
Q4 (Latest),Cortisone..HILIC.,NA,NA,NA,0.49115684093437145,0.657499073044123,Quartiles,wilcoxon_nonlog2,30417.550000000017,30309.800025304125,-107.74997469589289,NA,NA,NA,NA
Q4 (Latest),Tetrahydrocorticosterone..C18.,NA,NA,NA,0.5635706340378197,0.657499073044123,Quartiles,wilcoxon_nonlog2,1087910.3499999992,1156879.1487981244,68968.79879812524,NA,NA,NA,NA
Q4 (Latest),Tetrahydrocortisone..C18.,NA,NA,NA,0.4417126287043327,0.657499073044123,Quartiles,wilcoxon_nonlog2,60082.15000000005,70194.34999999995,10112.199999999895,NA,NA,NA,NA
Q4 (Latest),Prednisone..C18.,NA,NA,NA,0.5268631813125695,0.657499073044123,Quartiles,wilcoxon_nonlog2,65185.94990422651,51268.450000000004,-13917.499904226504,NA,NA,NA,NA
Q4 (Latest),Cortisone.acetate..HILIC.,NA,NA,NA,0.8047274749721912,0.8666295884315905,Quartiles,wilcoxon_nonlog2,47321.05,49027.09999999995,1706.0499999999447,NA,NA,NA,NA
Q4 (Latest),Dexamethasone.acetate.anhydrous..C18.,NA,NA,NA,0.5304243567080777,0.657499073044123,Quartiles,wilcoxon_nonlog2,45968.05000000005,24724.899999999994,-21243.150000000052,NA,NA,NA,NA
Q4 (Latest),Fludrocortisone.acetate..HILIC.,NA,NA,NA,0.20850945494994438,0.657499073044123,Quartiles,wilcoxon_nonlog2,25651.750000000004,13975.149999999992,-11676.600000000011,NA,NA,NA,NA
Q4 (Latest),Fludrocortisone..C18.,NA,NA,NA,0.978031145717464,0.978031145717464,Quartiles,wilcoxon_nonlog2,54764.44999999994,50769.25,-3995.199999999939,NA,NA,NA,NA
Q4 (Latest),Hydrocortisone.sodium.succinate..HILIC.,NA,NA,NA,0.49115684093437145,0.657499073044123,Quartiles,wilcoxon_nonlog2,28490.70000000001,24769.950000000008,-3720.7500000000036,NA,NA,NA,NA
Q4 (Latest),Mycophenolic.acid.O.acyl.glucuronide..C18.,NA,NA,NA,0.27858731924360397,0.657499073044123,Quartiles,wilcoxon_nonlog2,1183911.9500000004,1090736.498864501,-93175.4511354994,NA,NA,NA,NA
Q4 (Latest),Mycophenolate..C18.,NA,NA,NA,0.31648351648351647,0.8861538461538461,Quartiles,patient_level,NA,NA,-297137.4249999997,1140324.8250000004,843187.4000000007,12,4
Q4 (Latest),Mycophenolate..HILIC.,NA,NA,NA,0.07802197802197802,0.5461538461538462,Quartiles,patient_level,NA,NA,-14904812.112500012,25962099.312500004,11057287.199999992,12,4
Q4 (Latest),X11.Dehydrocorticosterone..HILIC.,NA,NA,NA,0.8552381466113881,1,Quartiles,patient_level,NA,NA,-468.83750000000873,25408.70000000002,24939.86250000001,12,4
Q4 (Latest),Prednisone..HILIC.,NA,NA,NA,0.9527472527472529,1,Quartiles,patient_level,NA,NA,1363.8999999999724,43474.399999999994,44838.29999999997,12,4
Q4 (Latest),Cortisone..HILIC.,NA,NA,NA,0.21208791208791208,0.8861538461538461,Quartiles,patient_level,NA,NA,6195.125025304147,27921.07499999998,34116.200025304126,12,4
Q4 (Latest),Tetrahydrocorticosterone..C18.,NA,NA,NA,0.8615384615384615,1,Quartiles,patient_level,NA,NA,655.149060200667,1108613.2500000002,1109268.399060201,12,4
Q4 (Latest),Tetrahydrocortisone..C18.,NA,NA,NA,0.4461538461538461,1,Quartiles,patient_level,NA,NA,-22460.600000000042,64679.65000000004,42219.049999999996,12,4
Q4 (Latest),Prednisone..C18.,NA,NA,NA,0.31648351648351647,0.8861538461538461,Quartiles,patient_level,NA,NA,-33910.525095773504,88291.32500000001,54380.79990422651,12,4
Q4 (Latest),Cortisone.acetate..HILIC.,NA,NA,NA,0.8615384615384615,1,Quartiles,patient_level,NA,NA,-967.1500000000087,51469.200000000026,50502.05000000002,12,4
Q4 (Latest),Dexamethasone.acetate.anhydrous..C18.,NA,NA,NA,0.03910594620994303,0.5461538461538462,Quartiles,patient_level,NA,NA,-34343.100000000006,54865.250000000015,20522.150000000005,12,4
Q4 (Latest),Fludrocortisone.acetate..HILIC.,NA,NA,NA,0.6835164835164834,1,Quartiles,patient_level,NA,NA,-6058.849979395451,26148.07497939544,20089.224999999988,12,4
Q4 (Latest),Fludrocortisone..C18.,NA,NA,NA,1,1,Quartiles,patient_level,NA,NA,-1910.4749999999913,53569.225000000006,51658.750000000015,12,4
Q4 (Latest),Hydrocortisone.sodium.succinate..HILIC.,NA,NA,NA,0.6835164835164834,1,Quartiles,patient_level,NA,NA,-1191.4999999999927,27646.399999999994,26454.9,12,4
Q4 (Latest),Mycophenolic.acid.O.acyl.glucuronide..C18.,NA,NA,NA,0.7703296703296703,1,Quartiles,patient_level,NA,NA,27650.224999999395,1140531.7750000004,1168181.9999999998,12,4
Below Median,Mycophenolate..C18.,1153280.9115549955,1076589.5666666667,-76691.34488832881,0.6896803363230346,0.9800381959363056,Median,ttest,NA,NA,NA,NA,NA,NA,NA
Below Median,Mycophenolate..HILIC.,38969403.25565558,39168516.82333334,199113.56767775863,0.9800381959363056,0.9800381959363056,Median,ttest,NA,NA,NA,NA,NA,NA,NA
Below Median,X11.Dehydrocorticosterone..HILIC.,56559.44244998694,40793.016666666656,-15766.425783320286,0.14712021614279355,0.9800381959363056,Median,ttest,NA,NA,NA,NA,NA,NA,NA
Below Median,Prednisone..HILIC.,48518.99811196315,47920.773333333345,-598.224778629803,0.9151924410546501,0.9800381959363056,Median,ttest,NA,NA,NA,NA,NA,NA,NA
Below Median,Cortisone..HILIC.,41341.334909343066,38429.62999237349,-2911.7049169695747,0.7048149704439526,0.9800381959363056,Median,ttest,NA,NA,NA,NA,NA,NA,NA
Below Median,Tetrahydrocorticosterone..C18.,1098298.4340175414,1091827.8933333328,-6470.540684208507,0.9350111249532147,0.9800381959363056,Median,ttest,NA,NA,NA,NA,NA,NA,NA
Below Median,Tetrahydrocortisone..C18.,80272.7792510957,88284.28,8011.5007489043055,0.6144262996210614,0.9800381959363056,Median,ttest,NA,NA,NA,NA,NA,NA,NA
Below Median,Prednisone..C18.,92319.49338654566,137239.91334425908,44920.41995771343,0.4584835586644077,0.9800381959363056,Median,ttest,NA,NA,NA,NA,NA,NA,NA
Below Median,Cortisone.acetate..HILIC.,57468.23019143364,47847.219999999994,-9621.010191433648,0.037900595315396024,0.5306083344155443,Median,ttest,NA,NA,NA,NA,NA,NA,NA
Below Median,Dexamethasone.acetate.anhydrous..C18.,54159.99433962738,56140.03999999999,1980.0456603726125,0.8505185016553058,0.9800381959363056,Median,ttest,NA,NA,NA,NA,NA,NA,NA
Below Median,Fludrocortisone.acetate..HILIC.,28843.41509203564,29557.406666666673,713.9915746310326,0.8162165241525049,0.9800381959363056,Median,ttest,NA,NA,NA,NA,NA,NA,NA
Below Median,Fludrocortisone..C18.,60655.73774084595,52974.920000000006,-7680.817740845945,0.2444933301471765,0.9800381959363056,Median,ttest,NA,NA,NA,NA,NA,NA,NA
Below Median,Hydrocortisone.sodium.succinate..HILIC.,35888.019809731224,42705.919995625256,6817.900185894032,0.5236394629600454,0.9800381959363056,Median,ttest,NA,NA,NA,NA,NA,NA,NA
Below Median,Mycophenolic.acid.O.acyl.glucuronide..C18.,1293693.590435853,1173577.406666666,-120116.18376918696,0.6229762730676665,0.9800381959363056,Median,ttest,NA,NA,NA,NA,NA,NA,NA
Below Median,Mycophenolate..C18.,NA,NA,NA,1,1,Median,wilcoxon_log2,19.97985512424635,19.962854078492736,-0.017001045753612942,NA,NA,NA,NA
Below Median,Mycophenolate..HILIC.,NA,NA,NA,0.39095813723718,0.814859166833029,Median,wilcoxon_log2,24.71539829603646,25.264321000327644,0.5489227042911828,NA,NA,NA,NA
Below Median,X11.Dehydrocorticosterone..HILIC.,NA,NA,NA,0.18071657147528322,0.814859166833029,Median,wilcoxon_log2,15.588287179712333,15.134394271562641,-0.4538929081496921,NA,NA,NA,NA
Below Median,Prednisone..HILIC.,NA,NA,NA,0.8824178342234441,1,Median,wilcoxon_log2,15.476144987388256,15.417578984613739,-0.0585660027745174,NA,NA,NA,NA
Below Median,Cortisone..HILIC.,NA,NA,NA,1,1,Median,wilcoxon_log2,15.088022183223943,14.994702620502354,-0.09331956272158948,NA,NA,NA,NA
Below Median,Tetrahydrocorticosterone..C18.,NA,NA,NA,0.7786956133822276,1,Median,wilcoxon_log2,20.028852499172274,20.072070176196416,0.04321767702414192,NA,NA,NA,NA
Below Median,Tetrahydrocortisone..C18.,NA,NA,NA,0.37484781440893206,0.814859166833029,Median,wilcoxon_log2,16.153765779990838,16.31917464476318,0.16540886477234196,NA,NA,NA,NA
Below Median,Prednisone..C18.,NA,NA,NA,0.4074295834165145,0.814859166833029,Median,wilcoxon_log2,15.82844398135159,16.42244919593811,0.5940052145865202,NA,NA,NA,NA
Below Median,Cortisone.acetate..HILIC.,NA,NA,NA,0.04916765507365827,0.6883471710312158,Median,wilcoxon_log2,15.742306830513764,15.53024479912948,-0.21206203138428315,NA,NA,NA,NA
Below Median,Dexamethasone.acetate.anhydrous..C18.,NA,NA,NA,1,1,Median,wilcoxon_log2,15.641470418241104,15.207963789539354,-0.4335066287017497,NA,NA,NA,NA
Below Median,Fludrocortisone.acetate..HILIC.,NA,NA,NA,0.390976222228629,0.814859166833029,Median,wilcoxon_log2,14.661098947324188,14.864592474265704,0.20349352694151612,NA,NA,NA,NA
Below Median,Fludrocortisone..C18.,NA,NA,NA,0.18805543465054136,0.814859166833029,Median,wilcoxon_log2,15.738248013497333,15.581088779321496,-0.15715923417583788,NA,NA,NA,NA
Below Median,Hydrocortisone.sodium.succinate..HILIC.,NA,NA,NA,0.8941029108692156,1,Median,wilcoxon_log2,14.95635351285878,14.888738540728358,-0.06761497213042134,NA,NA,NA,NA
Below Median,Mycophenolic.acid.O.acyl.glucuronide..C18.,NA,NA,NA,0.5740751317789723,1,Median,wilcoxon_log2,19.85912131509288,20.180351363757556,0.321230048664674,NA,NA,NA,NA
Below Median,Mycophenolate..C18.,NA,NA,NA,1,1,Median,wilcoxon_nonlog2,1034036.099999999,1021922.3000000003,-12113.799999998766,NA,NA,NA,NA
Below Median,Mycophenolate..HILIC.,NA,NA,NA,0.39095813723718,0.814859166833029,Median,wilcoxon_nonlog2,27547122.6,40301242.99999998,12754120.399999976,NA,NA,NA,NA
Below Median,X11.Dehydrocorticosterone..HILIC.,NA,NA,NA,0.18071657147528322,0.814859166833029,Median,wilcoxon_nonlog2,49265.39999999998,35967.199999999975,-13298.200000000004,NA,NA,NA,NA
Below Median,Prednisone..HILIC.,NA,NA,NA,0.8824178342234441,1,Median,wilcoxon_nonlog2,45580.99999999999,43767.70000000004,-1813.299999999952,NA,NA,NA,NA
Below Median,Cortisone..HILIC.,NA,NA,NA,1,1,Median,wilcoxon_nonlog2,34829.499999999985,32647.899999999983,-2181.600000000002,NA,NA,NA,NA
Below Median,Tetrahydrocorticosterone..C18.,NA,NA,NA,0.7786956133822276,1,Median,wilcoxon_nonlog2,1069757.5999999992,1102288.3000000005,32530.70000000135,NA,NA,NA,NA
Below Median,Tetrahydrocortisone..C18.,NA,NA,NA,0.37484781440893206,0.814859166833029,Median,wilcoxon_nonlog2,72906.80000000002,81763.80000000008,8857.000000000058,NA,NA,NA,NA
Below Median,Prednisone..C18.,NA,NA,NA,0.4074295834165145,0.814859166833029,Median,wilcoxon_nonlog2,58188.40000000003,87831.40000000001,29642.999999999978,NA,NA,NA,NA
Below Median,Cortisone.acetate..HILIC.,NA,NA,NA,0.04916765507365827,0.6883471710312158,Median,wilcoxon_nonlog2,54815.900000000016,47322.699999999924,-7493.200000000092,NA,NA,NA,NA
Below Median,Dexamethasone.acetate.anhydrous..C18.,NA,NA,NA,1,1,Median,wilcoxon_nonlog2,51115.40000000003,37848.9,-13266.50000000003,NA,NA,NA,NA
Below Median,Fludrocortisone.acetate..HILIC.,NA,NA,NA,0.390976222228629,0.814859166833029,Median,wilcoxon_nonlog2,25907.800000000003,29832.399999999994,3924.5999999999913,NA,NA,NA,NA
Below Median,Fludrocortisone..C18.,NA,NA,NA,0.18805543465054136,0.814859166833029,Median,wilcoxon_nonlog2,54661.90000000001,49020.20000000001,-5641.699999999997,NA,NA,NA,NA
Below Median,Hydrocortisone.sodium.succinate..HILIC.,NA,NA,NA,0.8941029108692156,1,Median,wilcoxon_nonlog2,31791.50000000001,30335.89999999999,-1455.6000000000204,NA,NA,NA,NA
Below Median,Mycophenolic.acid.O.acyl.glucuronide..C18.,NA,NA,NA,0.5740751317789723,1,Median,wilcoxon_nonlog2,951023.4,1188204.200000001,237180.80000000086,NA,NA,NA,NA
Below Median,Mycophenolate..C18.,NA,NA,NA,0.5052287581699346,0.6430184194890077,Median,patient_level,NA,NA,94451.87500000128,904509.3499999996,998961.2250000009,4,14
Below Median,Mycophenolate..HILIC.,NA,NA,NA,0.046405228758169936,0.32483660130718955,Median,patient_level,NA,NA,15295629.65000002,20532629.250000007,35828258.90000003,4,14
Below Median,X11.Dehydrocorticosterone..HILIC.,NA,NA,NA,0.6450980392156862,0.6947209653092005,Median,patient_level,NA,NA,4535.649999999958,42190.30000000003,46725.94999999999,4,14
Below Median,Prednisone..HILIC.,NA,NA,NA,0.38169934640522873,0.6430184194890077,Median,patient_level,NA,NA,-1548.950000000019,46719.45000000002,45170.5,4,14
Below Median,Cortisone..HILIC.,NA,NA,NA,0.2771241830065359,0.6430184194890077,Median,patient_level,NA,NA,-14783.37500000003,47226.62500000001,32443.249999999978,4,14
